,merchant_name,broken_link_score,link_contact_us_exist,cu_email_exist,cu_phone_number_exist,link_about_us_exist,link_tnc_exist,tnc_refund_policy_exist,contact_us_score,tnc_score,broken_links,website,label
0,CV.AlfajrilMultimedia,10.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{'https://play.google.com/store/apps/details?id=com.allstore.android': '<Response [404]>'},https://al-store.co.id/,APPROVED
0,bramblefurniture,0.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,{},https://www.bramblefurniture.com/,APPROVED
0,PTZurichTopasLife,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},ZurichPro,APPROVED
0,EducateLearningIndonesia,0.0,0.0,0.0,1.0,1.0,0.0,0.0,50.0,0.0,{},https://sukses-cpns.com/shop,APPROVED
0,ullymom,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,100.0,{},https://ullymom.com/shop,APPROVED
0,BTS_INDOStore,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100.0,0.0,{},https://twitter.com/BTS_Indo,APPROVED
0,ARMYBASEINASTORE,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},https://www.instagram.com/armybaseina/,APPROVED
0,KeppjjangFamsStore,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'': 'None'},http://keppjjangfamstore.com,APPROVED
0,Simas1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://wesurance.com.hk/,APPROVED
0,ForbesIndonesiaDigitalConferences2019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://fidc.connectar.tech,APPROVED
0,BUCINI,10.0,0.0,1.0,1.0,0.0,1.0,0.0,100.0,0.0,{'https://bucini.id/product-category/accessories/cases/pencil-case/': '<Response [404]>'},www.bucini.id,APPROVED
0,takkasimura,60.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,"{'/content/tentang-kami': 'None', '/p/c9c53b9f02e2f9b4b90c5213bda63a4c4e02c03d68fb8a931dd94221571aa420': 'None', '/content/jasa-pengantaran': 'None', '/p/72a37f545ad344f7d6e066f1cb580b2a3350320a00f70556ce9b33c4216bfb5a': 'None', '/content/privasi': 'None', '/p/brand/LG': 'None'}",takkasimura.id,APPROVED
0,BabyologistforBusiness,0.0,1.0,0.0,1.0,1.0,1.0,0.0,50.0,0.0,{},http://babyobusiness.com,APPROVED
0,Enomin.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},https://www.enomin.com,APPROVED
0,thebrandbuffet,0.0,1.0,1.0,0.0,1.0,0.0,0.0,50.0,0.0,{},thebrandbuffet.com,APPROVED
0,MALAMADREMOTORCYCLES,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,{},www.malamadremotorcycles.com,APPROVED
